tweet_id_customer,text_customer,tweet_id_brand,text_brand,intent
162175,"@AmazonHelp Oui, ce qui me fait plaisir vu que je n'ai pas de fax et envoyer ce genre de document ne me donne absolument aucune envie, surtout que je n'en ai absolument pas eu besoin lors des commande précédente.",162177,@153436 C'est pour des raisons de sécurité que nous vous demandons d'envoyer ces informations ^ME,
316333,@AmazonHelp I just changed my password. What's a good place to report this to?,316331,@191535 Which site is your account with https://t.co/nUUp5MLhYl https://t.co/ykTUEmdsQA or? ^NV,
722508,@AmazonHelp 確認不足でした。😅すいません。,722507,"@292989 とんでもないことです。
ご興味ございましたら、正午以降にご確認いただければと存じます。TY",
232851,@AmazonHelp as per the date it will be delivered by today evening.but i did not receive the courier boy's number yet.,232850,@171429 The packages are delivered till 8 PM Hemal. Please wait until then and it will surely be delivered. ^HN,
800359,@AmazonHelp @115817 unless I have that formula. It was supposed to arrive today and it’s in my state and hour away from me. Can u get it to me,800358,@310710 I'm sorry that your item was delayed! Please contact us via Chat here: https://t.co/hApLpMlfHN so we can look into this. ^TR,
785797,@AmazonHelp Yes I've searched it too. I've tried changing the password several times but still says unlocked,785795,@307482 Which Amazon website are you trying to access Daniel? ^KM,
198007,"@AmazonHelp Hi its been so many days, when will u refund? No support yet.",198005,@162540 We've sent you a correspondence. Kindly check the same here: https://t.co/ubzNHWZvL2 ^SG,
739788,@AmazonHelp this has been delayed twice. I understand monday because Columbus day. Yesterday itbsaid it would be here by 8pm now its today?? https://t.co/ZcIZxSJ2nD,739786,"@296918 Apologies, this is not the service we expect. Reach out-  https://t.co/hApLpMlfHN we'd like to escalate with the carrier^TP",
1298471,"@AmazonHelp Reps keep giving me different answers, very frustrating and will probably cause me to cancel my prime subscription.",1298473,@423461 I'm very sorry about this! Items can be shipped and delivered on the same day. Please keep us updated on this delivery! ^HM,
908464,@AmazonHelp I waited for 2 months for a package that was supposed to be sent by September 20 and never arrived! I want my money back! https://t.co/rYMUcd2FKS,908462,"@335752 I'm sorry for the wait! Have you already reached out to the third-party seller using the ""Contact seller"" option? ^JR",
984253,@AmazonHelp Sent 6 stones &amp; 4 empty packets. Are u kidding ?? Do u understand the feel a customer suffers when he sees such things ?,984259,"@353330 We have shared your comment as feedback and will review them internally. However, we can't offer additional compensation. ^CB",
380129,@AmazonHelp 72hrs passed still nothing. Now I am putting this up in consumer affairs @41607,380130,@206128 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/bTHrcUzSYX ^VH,
182608,@AmazonHelp Then they told me that I should not fill it out as a US based entity if I am not US based. BUT I AM US BASED.,182610,@158941 We'd like another chance to help! Please reach out to our Seller Support team here: https://t.co/hApLpMlfHN ^ME,
814228,"@AmazonHelp [FR] J'ai prit contact 4 fois, mercredi on me dit que je vais être remboursé, et aujourd'hui que non et on me raccroche au nez..",814227,"@313936 Bonjour, je suis désolé d'apprendre cela. Pouvez-vous nous indiquer plus de details par rapport au souci que vous rencontrez ^ME",
2170925,@AmazonHelp Pero en la de Banamex por alguna razón se cancela la promoción,2170927,"@636801 Daniel, ¿estás verificando que los productos sean vendidos y enviados por Amazon con un monto superior a los $2500 pesos?",
876654,@AmazonHelp I appreciate my product being protected but could a smaller box not be found? https://t.co/100SKjAxj4,876653,"@328135 We're always looking to improve, Adam! Here is where you can express your feedback: https://t.co/fxgZ6hTrFA ^VB",
1223614,@AmazonHelp How can I log a complaint about a late delivery? USPS put in a fake excuse for not delivering yesterday as guaranteed at 920pm. I was home then. They never showed. I will use product eventually. Do not want to return but am displeased w delay.,1223612,"@402858 I'm sorry for the delay on the order! We don't have access to your account or it's details via Twitter, but we'd still love to help. Please give us a call or chat here: https://t.co/hApLpMlfHN so we can investigate this together. ^TG",
2290988,"@AmazonHelp Thank you for your reply, order has been charged twice and taken twice from bank account..",2290990,"@665438 Hi, is it possible that you saw an authorisation on your statement: https://t.co/6WlAWNfQc5? This is a security measure but is not a charge. ^JJ",
762416,@AmazonHelp Thank you :) I've filled the form. Thanks for the quick reply!,762418,@302173 You are very welcome! We're always here to help. Keep us posted! ^SD,
2758622,"@AmazonHelp So when am gonna get my money back, or my stuff, my stuff would be better",2758620,@155868 We're you able to reach out to us through the link previously provided? ^RR,
381965,"@AmazonHelp I don't care about what you think about it, I care about the whereabouts of my order",381968,@206573 Did you drop in your details through the secure link above? ^NS,
2792986,@AmazonHelp Muchas gracias,2792987,"@779454 Un placer, Joan. Ya sabes, si necesitas algo más, no dudes es hacérnoslo saber. Saludos. ^ES",
1100957,@AmazonHelp Shipped third party. Sent 2 wrong items. I used my $20 dash coupon also.,1100959,"@212660 I'm sorry you didn't get what you ordered, Matt! Have you reached out to the seller for options here: https://t.co/4CjcIXW7im ? ^TN",
268135,"@AmazonHelp.KEEPS https://t.co/PBeyWcdrLy something tht says Prime shipping,by the time I'm thru checkout, prime has gone and a week 2 ship!",268134,@179930 Is the item in your cart from a Prime eligible seller? Does the account you're logged into have Prime? ^GM,
1776211,@AmazonHelp No just to rebuy it with the chair then send the one that is going to arrive tomorrow back.,1776212,"@533755 I'm sorry for the poor experience. To claim the promotion, if still available, the items will have to be ordered together. ^AC",
742432,@AmazonHelp le numéro de téléphone est-il gratuit ?,742433,"@216940 c'est un agent du SAV qui va vous rappeler, donc c'est gratuit ! Merci ^RA",
939359,"@AmazonHelp Not U.K, just regular U.S",939360,"@342674 We'd like to take a closer look. When you have a moment, please reach out to us here: https://t.co/hApLpMlfHN ^AB",
322030,@AmazonHelp Originally it was 3 days. Email notification informed me it was delayed by 2 more days. 2nd email today says it will be 2 more days.,322032,@192723 I'm sorry for the delay! Who is the carrier for the delivery? ^AH,
977887,@AmazonHelp I’ve already raised my issue to customer care last night. I need to place an order but you keep cancelling it.,977885,@313526 Were you advised what the issue was when you contacted Customer Service? ^KM,
970985,"@AmazonHelp Was til I complain, both Amazon and called OnTrac local dispatch, got much better, most deliveries lately have been UPS and USPS troublefree",970987,"@350395 Hi Bun, please keep us posted on the delivey status, as we want to be sure you receive your order without further issues. ^TS",
1295043,"@AmazonHelp Yes, I've gone through all of the steps. What else can I do?",1295045,"@422744 Which carrier was assigned to deliver your package? If needed, you can find that info here: https://t.co/Y5jpI9gRhE ^TN",
1191691,@AmazonHelp Yes,1191690,"@400013 Hey, get in touch - https://t.co/JzP7hlA23B a kindle specialist will look into your concern further. Please keep us posted. ^TP",
989765,@AmazonHelp I literally placed the order about half hour ago; it’s not even marked as dispatched yet,989763,@354466 Have you contacted us directly using the link provided by my colleague ^KK? If so what were you advised? ^BZ,
389965,@AmazonHelp How many times @115851 do I revert?Shameful rhetoric from u guys!Check ur records I have responded so many times.. Shame on u guys !!!,389966,"@208321 We ask for your revert  because we can't access your account over Twitter. Once you write back, we can pull your account. ^CB",
1600129,"@AmazonHelp SORELY disappointed in #AmazonPrime food delivery... Today was my first, and most likely, last time. Food was cold, ZERO heat...",1600128,"@491336 I'm sorry, this is not what we want to happen. Please reach out to us via chat or phone here: https://t.co/hApLpMlfHN ^LM",
1002891,"@AmazonHelp I do not understand. I'm not asking for express delivery, it is a normal delivery per the seller!",1002893,"@185185 For more information regarding the delivery charges, I request you to contact our support team here: https://t.co/2t6DQoUmNZ ^PR",
1067674,@AmazonHelp It's an Amazon item covered by a 2 year warranty which we are still well within.,1067675,@371958 Please give us another chance to assist you! Reach out here: https://t.co/JzP7hlA23B so we can take another look at this. ^AH,
233455,@AmazonHelp ( ˘⊖˘)。o(サイズがちょうどよかったみたいです。ありがとうございました),233457,@171577 ( *• ̀ω•́ )b SK,
1899901,@AmazonHelp Your server is down: https://t.co/vPIj09CqHa,1899904,@566201 I would suggest reaching out to us here:https://t.co/bDtQZA2pFH so we can look into the problem. Let us know how it goes! ^SA,
1100538,@AmazonHelp Your 24hrs is up. Is anyone going to ring me as your Customer Service agent said you would?,1100539,"@379651 I'm sorry for the wait! Have you received any e-mails regarding your order? Please make sure to check the junk and spam folders, as they are sometimes routed there by mistake. ^JS",
1466000,@AmazonHelp Why have my Prime deliveries been coming late? There's a guaranteed delivery date and I rely on it. Super disappointed!!!,1465998,@460271 Oh no! Are we missing the delivery dates listed in your order confirmation e-mails? Is this happening with a specific courier?^KL,
206006,"@AmazonHelp Email confirmation from my bank account. I can’t contact you via that method...my account is closed, remember?",206005,@164791 Apologies. Please get in touch via this link - https://t.co/jzvkhdlrK5 (No sign in necessary) Keep us posted. ^TP,
2850668,"@AmazonHelp Normal Amazon Prime - Prime Now isn’t available in my village 😞
One of your colleagues has promised to look into this - I’m just so sad as we ordered on Friday and have been looking forward to enjoying it this evening🍸💔😓",2850670,@792655 Thanks for confirming! I'm sorry that we've let you down. Please keep us posted! We want to make sure this is fully resolved for you! ^SD,
1693673,@AmazonHelp Yes I did escalate the same...I was asked to wait for 48hrs but it's been more then 48hrs now...,1693675,@127180 Kindly share your details here: https://t.co/beaaDm0muc and we'll have this checked. ^GK,
1397884,@AmazonHelp Thanx ..got it xactly when u wanted...,1397886,@445086 I'm sorry about the delay in the delivery. I'd be sure to pass along your feedback to the concerned team internally for review. ^MA,
1504133,@AmazonHelp 大丈夫だよおおおおおお,1504134,@469122 朝のお忙しい時間に、リプライありがとうございました。TY,
2345616,"@AmazonHelp I am not getting any update on the failed delivery. Who is accountable &amp; answerable for this lapse, which I see is repeating??",2345617,@678264 I understand your concern is regarding the delivery of your order. We have received your details. We'll get back to you at the earliest possible. ^JS,
947225,@AmazonHelp Como puedo checar esto? Mi cuenta con Amazon la abrí en https://t.co/DA1sqtzojM hace mucho. La de Prime desde esa misma cuenta este mes,947227,@344631 ¿Te encuentras en México? ^JJ,
1843559,"@AmazonHelp Yes, but they aren't answering my questions.",1843557,@552378 What were your questions? Did the email advise you need to fax then additional info to have the account unlocked?^MA,
2641721,@AmazonHelp @115830 Will my pre-order come on the day of release?,2641720,@745482 You can view all the info about Release Day Delivery here: https://t.co/efZRnInNmo ^AR,
2541040,@AmazonHelp And what if they deny to help? Will you intervene then? Even some startup e-commerce sites helps in these kind of situation,2541038,"@672028 I understand your concern. Should the manufacturer deny the service, please fetch a service denial document from them so that we can assist you accordingly. ^BV",
2943127,@AmazonHelp Thanks I've since had an email from Nikita and it's been sorted.,2943128,@222181 Awesome! So glad we were able to get this sorted for you! ^AD,
382769,@AmazonHelp I am trying this but it refers me to the seller and not you.,382771,@206722 You should find available contact options in the third step. You can also request a call back: https://t.co/Tnq2P8tmLG ^AB,
849768,@AmazonHelp Your customer service supervisor Prabhat hung up on my fiancé stating can’t do anything and another supervisor Ranjita gave me email id to complaint stating this is the best she can do. Is this really the best Amazon can do for such abuse. We are also filing an FIR.,849767,@321918 Sorry about the unpleasant experience. Kindly fill in your details here: https://t.co/GIJyeYqKE0 &amp; I'll help you with it.^MM,
2799347,@AmazonHelp Today was the last day and it wasn't in yet.  I understand it's holiday season and sometimes delays like this happen.  It's just frustrating I ordered it on Thursday and it takes almost a week with Prime to come in.,2799349,@781020 Thank you for the information. If your order hasn't arrived by tomorrow evening please let us know: https://t.co/hApLpM3Ejd ^LR,
799649,@AmazonHelp Nothing changed in this 24 hours. Will I get my phone? @115850 @AmazonHelp @115821 @106313 @106314,799648,@310568 Apologies for the delay in the delivery of your order. Please share your details here: https://t.co/beaaDm0muc and we'll contact you soon. ^JS,
49967,@AmazonHelp In that mail u just asked me to wait... How long shall I wait ? It's almost one month. @115850,49968,"@127186 Apologies for the stretch. Rest assured, our team will get back to you with an update on priority. ^RS",
2353808,@AmazonHelp Grandi... https://t.co/UStDyZg1vC,2353809,"@680131 Grazie mille!!! Ci farebbe piacere farti una sorpresa, clicca qui: https://t.co/YqSLjWcfCa ed inserisci i dati! 😊 ^GA",
980028,@AmazonHelp Yea I know it is in public forum. Even everyone must know that Amazon does not provide services engineer contact details who is coming for,980030,"@146158 Thanks for confirming that you've provided your details. Please allow us some time, we'll check and reach out. ^KA",
437342,@AmazonHelp Done.,437340,"@218628 We've received your details, Rahul. We'll get in touch with you at the earliest. Appreciate your understanding. ^HD",
2881878,"@AmazonHelp why do you randomly take pounds from cards? You took £1 from one of my saved cards yesterday and I haven’t even bought anything, what’s the crack? I class that as theft!",2881877,@131823 Hi - it's normally for a transaction - to check the card. Have you signed up for Prime if no orders placed ? ^TD,
2221915,"Ordered 3 movies from Amazon, solely because I wanted Same Day Delivery. Imagine my frustration when they fail to deliver on said delivery option. #WTFDUDES #AmazonBeSlacking @AmazonHelp #BestBuyHereICome @127271",2221914,@201458 I'm sorry to hear your movies didn't arrive as expected! We'd like to help if we can. What's the carrier and most recent tracking scan shown here: https://t.co/q4LAMZ3tbE? Has the expected delivery date been updated? ^JN,
1137374,@AmazonHelp Got the cashback. Thankyou.,1137375,@387911 You are most welcome. Ciao! ^HA,
1442346,"@AmazonHelp Bonjour, j'ai précommandé Call of Duty WWII avec mon compte Prime et il n'a toujours pas été expédié alors qu'il sort demain..",1442345,"@454662 Bonjour, avez-vous une visibilité sur le suivi de votre commande ? ^AR",
1748885,@AmazonHelp Yes I just received an email that it just shipped this morning,1748886,@527147 Let us know when you get it! ^DA,
386748,@AmazonHelp Any tentative dates?,386750,@207561 We do not have a tentative date as of now. Kindly stay tuned for updates. ^AP,
1324527,I don't know what are you doing with your team or what you doing my concern is my refund courier service is yours @AmazonHelp @55277 1/2 https://t.co/IEa3wKnM6j,1324526,@426486 We've responded to your query here: https://t.co/617oG7sFDS. Kindly check. ^PS,
1458925,"@AmazonHelp Réceptionné à l'instant, 10 minutes avant 22h. Cela dit le site de TNT annonçait une livraison demain 15h! Merci de votre retour https://t.co/GCruX1Dfw8",1458924,@458628 Ravi d'apprendre que vous ayez pu le récupérer. Merci pour votre patience et compréhension. ^MH,
746023,@AmazonHelp amazon pfvr qual o seu 0800? O 0800 03 707 17 não tá completando. Vocês têm a ferramenta de chat? Obrigada!,746022,"@298342 Olá Katherine, me diga, como posso lhe ajudar? ^AZ",
163605,@AmazonHelp Damn my bad b idk how y'all just did that but the package just showed up😂,163606,@153840 Awesome! We're glad you've received your package. Let us know if you have any other questions or concerns. We're always here to help any way we can! ^AL,
53515,"@AmazonHelp OK, is there a way to change the shipping address to an Amazon locker then? My saved locker is not showing when I attempt this.",53516,"@128090 We'd be happy to look into available options with you. Please reach us by phone or chat here: https://t.co/hApLpMlfHN
^CC",
1070005,@AmazonHelp Details sent,1070006,@372481 Thanks for sending the details. We'll check and get back to you at the earliest. ^HS,
328486,@AmazonHelp Oki gracias,328487,"@194319 Con mucho gusto, AJ. Estamos para ayudarte. ^JQ",
787524,"@AmazonHelp This is freaking idiotic. You can't get a single order right? After the entire day, now your rep says it will be done tomorrow. WTF",787525,@296764 Apologies for the delay. Please wait for the update from us. ^HN,
140992,"@AmazonHelp I understand you are busy, but I ordered a mattress this week, standard delivery as not a prime customer and I received it 2 day’s latter ... my dad pays for expedient delivery and nothing arrives?",140995,@147308 I'm sorry to hear your dad's order hasn't arrived. What was the delivery date given in the order confirmation? ^MI,
735305,Dear @AmazonHelp  @137341 . Can you tell me your seller care number? Some questions should be asked.,735304,@295900 Kindly get in touch with our seller support team here: https://t.co/aTNQyaDx3c ^NS,
1680088,@510902 @AmazonHelp @510903 We have filled form and complaint is registered under __email__ amazon account.They said 3 days and it's almost 15 days...Still these people aren't responding..,1680089,@510904 I'm afraid we haven't received your details under the mentioned email ID. Please sign in to your account &amp; send us the details using the link provided by 'SF' here: https://t.co/OWbEViR0Ca &amp; we'll look into the issue right away.^SF,
956262,@AmazonHelp Cependant réponse très lente....,956263,@346900 Cela correspond au temps d'attente de la confirmation de notre dépôt. Merci de votre compréhension. ^SA,
727846,@AmazonHelp I purchased an item and amazon charged me twice,727848,"@294368 Thanks for letting us know, Robert! When you place an order, we may send an authorization: https://t.co/R1vgQ1AzBn ^FD",
1421915,@AmazonHelp It was supposed to be here Monday was showing out for delivery until today an now saying it may be lost can u not find out Wer it is,1421917,@450491 Sorry to hear that. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS,
1780189,@AmazonHelp Maybe your customer service should have said that rather than telling me it’s been delivered when it clearly hasn’t !!!,1780190,@534847 I'm sorry to hear of this experience. Feedback left in the e-mail sent post call/chat goes directly to the rep's leadership. ^JE,
2531961,@AmazonHelp Required details sent. https://t.co/KTqLgqLKhm,2531962,@583393 Thank you for sharing your details. We'll get back to you soon. ^OS,
1548332,"@AmazonHelp Tried it on desktop, phone and iPad. Same result.",1548330,@479328 What action are you attempting when you encounter this issue? ^DO,
2896027,"@AmazonHelp I'm having issues with Amazon Music, your website isn't helping. Can I talk to a real person please?",2896026,"@666841 Sorry to hear you're having issues, Ed. We're here to help! You can get in touch with us here: https://t.co/JzP7hlA23B ^RB",
629442,"@AmazonHelp Yes. I was told refund has been processed and was emailed this, however, have been told today this is not the case. I had placed another order with you because I was told money was being refunded",629441,"@269117 Sorry to hear that, Danny. Were you advised that you would still be receiving your refund today? Was any timescale provided?^TI",
1719089,"@AmazonHelp Prime customer, two day shipping",1719091,@520445 Thanks- Two day shipping would start once the item is dispatched. This order may need longer in dispatch process ^NV,
641801,@AmazonHelp Agreed I should...however the decision process of leaving a parcel at the end of a 10ft path which them leads on to the main road through a housing estate isn't a safe and reasonable place to leave something...,641802,@272311 I understand. We can leave courier feedback for you here: https://t.co/JzP7hlA23B. ^WJ,
843593,"@AmazonHelp Apparemment ! Je ne l'ai pas encore vu justement 😄
(J'ai tellement de séries TV à regarder 😅)",843595,"@177329 👍 Pour le moment je vois ""the big bang theory"" et j'attends les épisodes avec impatience 😂 et vous ? ^SN",
277075,@AmazonHelp It's was done long back you........,277078,@182213 Thank you for the confirmation. We'll get back to you soon. ^SU,
2291426,"@AmazonHelp Wow, bots at work.

Dear bot, please read the first line of my previous tweet.
""Reply to the ID you sent the mail from, is not permissible.""

And have given you all the details of my account.",2291427,"@665514 That's strange. In that case, I'd request you to share your details again, here: https://t.co/beaaDm0muc and we'll get back to you. ^MO",
532639,@AmazonHelp Schade. Da bin ich immer neugierig 😁,532640,@116933 Verständlich 😁 ^MH,
2711803,@AmazonHelp It was a survey for the new The Tick show.,2711805,@168005 We'd like to take a closer look at this with you by phone. Please reach out to us here: https://t.co/hApLpMlfHN ^QJ,
247495,"@AmazonHelp Hi! I haven’t. That would cause me to have to redownload all of my music again, right?",247497,@174801 Songs that you've purchased/downloaded via AutoRip should stay with your device; prime music will have to be downloaded again ^WM,
1170028,@AmazonHelp So this hasn't been very helpful.,1170029,@395201 Thank you for sharing this with us and letting us know! I've escalated this to the appropriate team. ^KJ,
1035970,"@AmazonHelp 公式アカウントさんからコメ来るとは思いませんでした。
わざわざありがとうございます！
みなさん気をつけてくださいねー！",1035969,@365048 とんでもございません。こちらはAmazon公式ヘルプのアカウントなので、これからもお気づきの点やご不明点などがあればご遠慮なくお知らせください。　MH,
2141367,Just got my package delivered and 1 of 20 of the same items was damaged (punctured and leaking). Seriously...  @AmazonHelp,2141366,@629689 We'd like to go over available options with you; Please reach out to us at your convenience here: https://t.co/hApLpMlfHN ^LJ,
2580467,@AmazonHelp 111-8198068-2374668 and 111-3277510-6811418,2580469,"@731398 I'm sorry, we're not able to view order details via Twitter. What does the current tracking show? You can view that here: https://t.co/Y5jpI9ys9c ^KL",
1672060,@AmazonHelp Je vous ai envoyé un message privé.,1672059,"@508923 Bonjour,
Je vous prie de patienter. Vous allez recevoir une réponse par message privé.
^MD",
239755,@AmazonHelp You people r seriously shameless.. the last msg here is from 30th sep !! You guys high or what?,239756,"@121657 If you haven't received an email, please share your details in the link here: https://t.co/GIJyeYqKE0, we'll check for it. ^NR",
676971,"@AmazonHelp 24-48h un po' troppo considerato che mi serviva domani, avevo appena rinnovato prime apposta!",676972,@281490 Mi spiace! Il nostro Servizio Clienti resta a tua disposizione. A presto! ^FS,
2882609,"@116316 @AmazonHelp 
Okay Amazon, ich kann verstehen, dass euer Lieferdienst viel zu tun hat, aber vor die Haustür legen ist definitiv kein ""sicherer Ort""! https://t.co/zR6LBZKkkz",2882608,"@799760 Hi Anne, ein sicherer Ort ist das in der Tat nicht. Wir würden das gerne weitergeben, um künftige Zustellungen dieser Art zu vermeiden. Bist du so lieb und meldest dich direkt hier: https://t.co/br7bhrlJn8  ^AM",
432256,"@AmazonHelp Er hatte erstens keine Lust und hatte auch keine Lösung. Er sagte, dass es noch kommt obwohl DPD hat nicht mehr ausgeliefert.",432258,@146143 Gerne schauen wir uns das im Social Media Team nochmal an: https://t.co/br7bhrlJn8 ^AV,
382587,@AmazonHelp わかりました。迅速なお返事ありがとうございました。,382589,@206698 とんでもないことです。ご心配、ならびにお手数をおかけいたしますが、どうぞよろしくお願いいたします。ET,
470198,"@115850 Want to make some correction in your statement. The cash back which I received on 23 August is related to the purchases done on 2nd August 2017 under same monthly  offer. In case, your statement is correct, then what about cash back for August order.@AmazonHelp @115850 @115821",470869,@226945 I understand your concern regarding the cashback. We'll not be able to check your information on Twitter. So kindly reply to our email correspondence with your concerns so that we can work on it. ^SC,
322621,@AmazonHelp @115850 Thank you much for cheating me with your so called GREAT INDIAN FESTIVAL SALE &amp; ruining my mental peace,322619,@192849 Seems like you've had an unpleasant experience with us. Could you elaborate the issue here so that we can assist further? ^AU,
1829426,@AmazonHelp USPS,1829427,"@548982 Thank you. If it hasn't arrived by Wednesday, or for direct assistance, please reach us here: https://t.co/hApLpMlfHN ^LJ",
2507115,@AmazonHelp Thanks for response. But your representative is still not able to understand the concern. I think he might be the same guy with whom I'd a chat Shahbaz M. The concern is no longer about getting package but to see correct status. While he says something else status shows else. https://t.co/V3o2Cna3md,2507117,@714816 We're sorry to hear about the trouble with your order. Kindly reply to the correspondence which you have received from us and we will assist you further. ^SM,
